KNOTE,BEZEI,CITY,REGIO
PR4117909,Palotina - PR,Palotina,PR
PR4118006,Paraíso Do Norte - PR,Paraíso Do Norte,PR
PR4118105,Paranacity - PR,Paranacity,PR
PR4118204,Paranaguá - PR,Paranaguá,PR
PR4118303,Paranapoema - PR,Paranapoema,PR
PR4118402,Paranavaí - PR,Paranavaí,PR
PR4118451,Pato Bragado - PR,Pato Bragado,PR
PR4118501,Pato Branco - PR,Pato Branco,PR
PR4118600,Paula Freitas - PR,Paula Freitas,PR
PR4118709,Paulo Frontin - PR,Paulo Frontin,PR
PR4118808,Peabiru - PR,Peabiru,PR
PR4118857,Perobal - PR,Perobal,PR
PR4118907,Pérola - PR,Pérola,PR
PR4119004,Pérola D´Oeste - PR,Pérola D´Oeste,PR
PR4119103,Piên - PR,Piên,PR
PR4119152,Pinhais - PR,Pinhais,PR
PR4119202,Pinhalão - PR,Pinhalão,PR
PR4119251,Pinhal De São Bento - PR,Pinhal De São Bento,PR
PR4119301,Pinhão - PR,Pinhão,PR
PR4119400,Piraí Do Sul - PR,Piraí Do Sul,PR
PR4119509,Piraquara - PR,Piraquara,PR
PR4119608,Pitanga - PR,Pitanga,PR
PR4119657,Pitangueiras - PR,Pitangueiras,PR
PR4119707,Planaltina Do Paraná - PR,Planaltina Do Paraná,PR
PR4119806,Planalto - PR,Planalto,PR
PR4119905,Ponta Grossa - PR,Ponta Grossa,PR
PR4119954,Pontal Do Paraná - PR,Pontal Do Paraná,PR
PR4120002,Porecatu - PR,Porecatu,PR
PR4120101,Porto Amazonas - PR,Porto Amazonas,PR
PR4120150,Porto Barreiro - PR,Porto Barreiro,PR
PR4120200,Porto Rico - PR,Porto Rico,PR
PR4120309,Porto Vitória - PR,Porto Vitória,PR
PR4120333,Prado Ferreira - PR,Prado Ferreira,PR
PR4120358,Pranchita - PR,Pranchita,PR
PR4120408,Presidente Castelo Branco - PR,Presidente Castelo Branco,PR
PR4120507,Primeiro De Maio - PR,Primeiro De Maio,PR
PR4120606,Prudentópolis - PR,Prudentópolis,PR
PR4120655,Quarto Centenário - PR,Quarto Centenário,PR
PR4120705,Quatiguá - PR,Quatiguá,PR
PR4120804,Quatro Barras - PR,Quatro Barras,PR
PR4120853,Quatro Pontes - PR,Quatro Pontes,PR
PR4120903,Quedas Do Iguaçu - PR,Quedas Do Iguaçu,PR
PR4121000,Querência Do Norte - PR,Querência Do Norte,PR
PR4121109,Quinta Do Sol - PR,Quinta Do Sol,PR
PR4121208,Quitandinha - PR,Quitandinha,PR
PR4121257,Ramilândia - PR,Ramilândia,PR
PR4121307,Rancho Alegre - PR,Rancho Alegre,PR
PR4121356,Rancho Alegre D´Oeste - PR,Rancho Alegre D´Oeste,PR
PR4121406,Realeza - PR,Realeza,PR
PR4121505,Rebouças - PR,Rebouças,PR
PR4121604,Renascença - PR,Renascença,PR
PR4121703,Reserva - PR,Reserva,PR
PR4121752,Reserva Do Iguaçu - PR,Reserva Do Iguaçu,PR
PR4121802,Ribeirão Claro - PR,Ribeirão Claro,PR
PR4121901,Ribeirão Do Pinhal - PR,Ribeirão Do Pinhal,PR
PR4122008,Rio Azul - PR,Rio Azul,PR
PR4122107,Rio Bom - PR,Rio Bom,PR
PR4122156,Rio Bonito Do Iguaçu - PR,Rio Bonito Do Iguaçu,PR
PR4122172,Rio Branco Do Ivaí - PR,Rio Branco Do Ivaí,PR
PR4122206,Rio Branco Do Sul - PR,Rio Branco Do Sul,PR
PR4122305,Rio Negro - PR,Rio Negro,PR
PR4122404,Rolândia - PR,Rolândia,PR
PR4122503,Roncador - PR,Roncador,PR
PR4122602,Rondon - PR,Rondon,PR
PR4122651,Rosário Do Ivaí - PR,Rosário Do Ivaí,PR
PR4122701,Sabáudia - PR,Sabáudia,PR
PR4122800,Salgado Filho - PR,Salgado Filho,PR
PR4122909,Salto Do Itararé - PR,Salto Do Itararé,PR
PR4123006,Salto Do Lontra - PR,Salto Do Lontra,PR
PR4123105,Santa Amélia - PR,Santa Amélia,PR
PR4123204,Santa Cecília Do Pavão - PR,Santa Cecília Do Pavão,PR
PR4123303,Santa Cruz De Monte Castelo - PR,Santa Cruz De Monte Castelo,PR
PR4123402,Santa Fé - PR,Santa Fé,PR
PR4123501,Santa Helena - PR,Santa Helena,PR
PR4123600,Santa Inês - PR,Santa Inês,PR
PR4123709,Santa Isabel Do Ivaí - PR,Santa Isabel Do Ivaí,PR
PR4123808,Santa Izabel Do Oeste - PR,Santa Izabel Do Oeste,PR
PR4123824,Santa Lúcia - PR,Santa Lúcia,PR
PR4123857,Santa Maria Do Oeste - PR,Santa Maria Do Oeste,PR
PR4123907,Santa Mariana - PR,Santa Mariana,PR
PR4123956,Santa Mônica - PR,Santa Mônica,PR
PR4124004,Santana Do Itararé - PR,Santana Do Itararé,PR
PR4124020,Santa Tereza Do Oeste - PR,Santa Tereza Do Oeste,PR
PR4124053,Santa Terezinha De Itaipu - PR,Santa Terezinha De Itaipu,PR
PR4124103,Santo Antônio Da Platina - PR,Santo Antônio Da Platina,PR
PR4124202,Santo Antônio Do Caiuá - PR,Santo Antônio Do Caiuá,PR
PR4124301,Santo Antônio Do Paraíso - PR,Santo Antônio Do Paraíso,PR
PR4124400,Santo Antônio Do Sudoeste - PR,Santo Antônio Do Sudoeste,PR
PR4124509,Santo Inácio - PR,Santo Inácio,PR
PR4124608,São Carlos Do Ivaí - PR,São Carlos Do Ivaí,PR
PR4124707,São Jerônimo Da Serra - PR,São Jerônimo Da Serra,PR
PR4124806,São João - PR,São João,PR
PR4124905,São João Do Caiuá - PR,São João Do Caiuá,PR
PR4125001,São João Do Ivaí - PR,São João Do Ivaí,PR
PR4125100,São João Do Triunfo - PR,São João Do Triunfo,PR
PR4125209,São Jorge D´Oeste - PR,São Jorge D´Oeste,PR
PR4125308,São Jorge Do Ivaí - PR,São Jorge Do Ivaí,PR
PR4125357,São Jorge Do Patrocínio - PR,São Jorge Do Patrocínio,PR
PR4125407,São José Da Boa Vista - PR,São José Da Boa Vista,PR
PR4125456,São José Das Palmeiras - PR,São José Das Palmeiras,PR
PR4125506,São José Dos Pinhais - PR,São José Dos Pinhais,PR
PR4125555,São Manoel Do Paraná - PR,São Manoel Do Paraná,PR
PR4125605,São Mateus Do Sul - PR,São Mateus Do Sul,PR
PR4125704,São Miguel Do Iguaçu - PR,São Miguel Do Iguaçu,PR
PR4125753,São Pedro Do Iguaçu - PR,São Pedro Do Iguaçu,PR
PR4125803,São Pedro Do Ivaí - PR,São Pedro Do Ivaí,PR
PR4125902,São Pedro Do Paraná - PR,São Pedro Do Paraná,PR
PR4126009,São Sebastião Da Amoreira - PR,São Sebastião Da Amoreira,PR
PR4126108,São Tomé - PR,São Tomé,PR
PR4126207,Sapopema - PR,Sapopema,PR
PR4126256,Sarandi - PR,Sarandi,PR
PR4126272,Saudade Do Iguaçu - PR,Saudade Do Iguaçu,PR
PR4126306,Sengés - PR,Sengés,PR
PR4126355,Serranópolis Do Iguaçu - PR,Serranópolis Do Iguaçu,PR
PR4126405,Sertaneja - PR,Sertaneja,PR
PR4126504,Sertanópolis - PR,Sertanópolis,PR
PR4126603,Siqueira Campos - PR,Siqueira Campos,PR
PR4126652,Sulina - PR,Sulina,PR
PR4126678,Tamarana - PR,Tamarana,PR
PR4126702,Tamboara - PR,Tamboara,PR
PR4126801,Tapejara - PR,Tapejara,PR
PR4126900,Tapira - PR,Tapira,PR
PR4127007,Teixeira Soares - PR,Teixeira Soares,PR
PR4127106,Telêmaco Borba - PR,Telêmaco Borba,PR
PR4127205,Terra Boa - PR,Terra Boa,PR
PR4127304,Terra Rica - PR,Terra Rica,PR
PR4127403,Terra Roxa - PR,Terra Roxa,PR
PR4127502,Tibagi - PR,Tibagi,PR
PR4127601,Tijucas Do Sul - PR,Tijucas Do Sul,PR
PR4127700,Toledo - PR,Toledo,PR
PR4127809,Tomazina - PR,Tomazina,PR
PR4127858,Três Barras Do Paraná - PR,Três Barras Do Paraná,PR
PR4127882,Tunas Do Paraná - PR,Tunas Do Paraná,PR
PR4127908,Tuneiras Do Oeste - PR,Tuneiras Do Oeste,PR
PR4127957,Tupãssi - PR,Tupãssi,PR
PR4127965,Turvo - PR,Turvo,PR
PR4128005,Ubiratã - PR,Ubiratã,PR
PR4128104,Umuarama - PR,Umuarama,PR
PR4128203,União Da Vitória - PR,União Da Vitória,PR
PR4128302,Uniflor - PR,Uniflor,PR
PR4128401,Uraí - PR,Uraí,PR
PR4128500,Wenceslau Braz - PR,Wenceslau Braz,PR
PR4128534,Ventania - PR,Ventania,PR
PR4128559,Vera Cruz Do Oeste - PR,Vera Cruz Do Oeste,PR
PR4128609,Verê - PR,Verê,PR
PR4128625,Vila Alta - PR,Vila Alta,PR
PR4128633,Doutor Ulysses - PR,Doutor Ulysses,PR
PR4128658,Virmond - PR,Virmond,PR
PR4128708,Vitorino - PR,Vitorino,PR
PR4128807,Xambrê - PR,Xambrê,PR
RJ3300100,Angra Dos Reis - RJ,Angra Dos Reis,RJ
RJ3300159,Aperibé - RJ,Aperibé,RJ
RJ3300209,Araruama - RJ,Araruama,RJ
RJ3300225,Areal - RJ,Areal,RJ
RJ3300233,Armação Dos Búzios - RJ,Armação Dos Búzios,RJ
RJ3300258,Arraial Do Cabo - RJ,Arraial Do Cabo,RJ
RJ3300308,Barra Do Piraí - RJ,Barra Do Piraí,RJ
RJ3300407,Barra Mansa - RJ,Barra Mansa,RJ
RJ3300456,Belford Roxo - RJ,Belford Roxo,RJ
RJ3300506,Bom Jardim - RJ,Bom Jardim,RJ
RJ3300605,Bom Jesus Do Itabapoana - RJ,Bom Jesus Do Itabapoana,RJ
RJ3300704,Cabo Frio - RJ,Cabo Frio,RJ
RJ3300803,Cachoeiras De Macacu - RJ,Cachoeiras De Macacu,RJ
RJ3300902,Cambuci - RJ,Cambuci,RJ
RJ3300936,Carapebus - RJ,Carapebus,RJ
RJ3300951,Comendador Levy Gasparian - RJ,Comendador Levy Gasparian,RJ
RJ3301009,Campos Dos Goytacazes - RJ,Campos Dos Goytacazes,RJ
RJ3301108,Cantagalo - RJ,Cantagalo,RJ
RJ3301157,Cardoso Moreira - RJ,Cardoso Moreira,RJ
RJ3301207,Carmo - RJ,Carmo,RJ
RJ3301306,Casimiro De Abreu - RJ,Casimiro De Abreu,RJ
RJ3301405,Conceição De Macabu - RJ,Conceição De Macabu,RJ
RJ3301504,Cordeiro - RJ,Cordeiro,RJ
RJ3301603,Duas Barras - RJ,Duas Barras,RJ
RJ3301702,Duque De Caxias - RJ,Duque De Caxias,RJ
RJ3301801,Engenheiro Paulo De Frontin - RJ,Engenheiro Paulo De Frontin,RJ
RJ3301850,Guapimirim - RJ,Guapimirim,RJ
RJ3301876,Iguaba Grande - RJ,Iguaba Grande,RJ
RJ3301900,Itaboraí - RJ,Itaboraí,RJ
RJ3302007,Itaguaí - RJ,Itaguaí,RJ
RJ3302056,Italva - RJ,Italva,RJ
RJ3302106,Itaocara - RJ,Itaocara,RJ
RJ3302205,Itaperuna - RJ,Itaperuna,RJ
RJ3302254,Itatiaia - RJ,Itatiaia,RJ
RJ3302270,Japeri - RJ,Japeri,RJ
RJ3302304,Laje Do Muriaé - RJ,Laje Do Muriaé,RJ
RJ3302403,Macaé - RJ,Macaé,RJ
RJ3302452,Macuco - RJ,Macuco,RJ
RJ3302502,Magé - RJ,Magé,RJ
RJ3302601,Mangaratiba - RJ,Mangaratiba,RJ
RJ3302700,Maricá - RJ,Maricá,RJ
RJ3302809,Mendes - RJ,Mendes,RJ
RJ3302858,Mesquita - RJ,Mesquita,RJ
RJ3302908,Miguel Pereira - RJ,Miguel Pereira,RJ
RJ3303005,Miracema - RJ,Miracema,RJ
RJ3303104,Natividade - RJ,Natividade,RJ
RJ3303203,Nilópolis - RJ,Nilópolis,RJ
RJ3303302,Niterói - RJ,Niterói,RJ
RJ3303401,Nova Friburgo - RJ,Nova Friburgo,RJ
RJ3303500,Nova Iguaçu - RJ,Nova Iguaçu,RJ
RJ3303609,Paracambi - RJ,Paracambi,RJ
RJ3303708,Paraíba Do Sul - RJ,Paraíba Do Sul,RJ
RJ3303807,Parati - RJ,Parati,RJ
RJ3303856,Paty Do Alferes - RJ,Paty Do Alferes,RJ
RJ3303906,Petrópolis - RJ,Petrópolis,RJ
RJ3303955,Pinheiral - RJ,Pinheiral,RJ
RJ3304003,Piraí - RJ,Piraí,RJ
RJ3304102,Porciúncula - RJ,Porciúncula,RJ
RJ3304110,Porto Real - RJ,Porto Real,RJ
RJ3304128,Quatis - RJ,Quatis,RJ
RJ3304144,Queimados - RJ,Queimados,RJ
RJ3304151,Quissamã - RJ,Quissamã,RJ
RJ3304201,Resende - RJ,Resende,RJ
RJ3304300,Rio Bonito - RJ,Rio Bonito,RJ
RJ3304409,Rio Claro - RJ,Rio Claro,RJ
RJ3304508,Rio Das Flores - RJ,Rio Das Flores,RJ
RJ3304524,Rio Das Ostras - RJ,Rio Das Ostras,RJ
RJ3304557,Rio De Janeiro - RJ,Rio De Janeiro,RJ
RJ3304607,Santa Maria Madalena - RJ,Santa Maria Madalena,RJ
RJ3304706,Santo Antônio De Pádua - RJ,Santo Antônio De Pádua,RJ
RJ3304755,São Francisco De Itabapoana - RJ,São Francisco De Itabapoana,RJ
RJ3304805,São Fidélis - RJ,São Fidélis,RJ
RJ3304904,São Gonçalo - RJ,São Gonçalo,RJ
RJ3305000,São João Da Barra - RJ,São João Da Barra,RJ
RJ3305109,São João De Meriti - RJ,São João De Meriti,RJ
RJ3305133,São José De Ubá - RJ,São José De Ubá,RJ
RJ3305158,São José Do Vale Do Rio Preto - RJ,São José Do Vale Do Rio Preto,RJ
RJ3305208,São Pedro Da Aldeia - RJ,São Pedro Da Aldeia,RJ
RJ3305307,São Sebastião Do Alto - RJ,São Sebastião Do Alto,RJ
RJ3305406,Sapucaia - RJ,Sapucaia,RJ
RJ3305505,Saquarema - RJ,Saquarema,RJ
RJ3305554,Seropédica - RJ,Seropédica,RJ
RJ3305604,Silva Jardim - RJ,Silva Jardim,RJ
RJ3305703,Sumidouro - RJ,Sumidouro,RJ
RJ3305752,Tanguá - RJ,Tanguá,RJ
RJ3305802,Teresópolis - RJ,Teresópolis,RJ
RJ3305901,Trajano De Morais - RJ,Trajano De Morais,RJ
RJ3306008,Três Rios - RJ,Três Rios,RJ
RJ3306107,Valença - RJ,Valença,RJ
RJ3306156,Varre-Sai - RJ,Varre-Sai,RJ
RJ3306206,Vassouras - RJ,Vassouras,RJ
RJ3306305,Volta Redonda - RJ,Volta Redonda,RJ
RN2400109,Acari - RN,Acari,RN
RN2400208,Açu - RN,Açu,RN
RN2400307,Afonso Bezerra - RN,Afonso Bezerra,RN
RN2400406,Água Nova - RN,Água Nova,RN
RN2400505,Alexandria - RN,Alexandria,RN
RN2400604,Almino Afonso - RN,Almino Afonso,RN
RN2400703,Alto Do Rodrigues - RN,Alto Do Rodrigues,RN
RN2400802,Angicos - RN,Angicos,RN
RN2400901,Antônio Martins - RN,Antônio Martins,RN
RN2401008,Apodi - RN,Apodi,RN
RN2401107,Areia Branca - RN,Areia Branca,RN
RN2401206,Arês - RN,Arês,RN
RN2401305,Augusto Severo - RN,Augusto Severo,RN
RN2401404,Baía Formosa - RN,Baía Formosa,RN
RN2401453,Baraúna - RN,Baraúna,RN
RN2401503,Barcelona - RN,Barcelona,RN
RN2401602,Bento Fernandes - RN,Bento Fernandes,RN
RN2401651,Bodó - RN,Bodó,RN
RN2401701,Bom Jesus - RN,Bom Jesus,RN
RN2401800,Brejinho - RN,Brejinho,RN
RN2401859,Caiçara Do Norte - RN,Caiçara Do Norte,RN
RN2401909,Caiçara Do Rio Do Vento - RN,Caiçara Do Rio Do Vento,RN
RN2402006,Caicó - RN,Caicó,RN
RN2402105,Campo Redondo - RN,Campo Redondo,RN
RN2402204,Canguaretama - RN,Canguaretama,RN
RN2402303,Caraúbas - RN,Caraúbas,RN
RN2402402,Carnaúba Dos Dantas - RN,Carnaúba Dos Dantas,RN
RN2402501,Carnaubais - RN,Carnaubais,RN
RN2402600,Ceará-Mirim - RN,Ceará-Mirim,RN
RN2402709,Cerro Corá - RN,Cerro Corá,RN
RN2402808,Coronel Ezequiel - RN,Coronel Ezequiel,RN
RN2402907,Coronel João Pessoa - RN,Coronel João Pessoa,RN
RN2403004,Cruzeta - RN,Cruzeta,RN
RN2403103,Currais Novos - RN,Currais Novos,RN
RN2403202,Doutor Severiano - RN,Doutor Severiano,RN
RN2403251,Parnamirim - RN,Parnamirim,RN
RN2403301,Encanto - RN,Encanto,RN
RN2403400,Equador - RN,Equador,RN
RN2403509,Espírito Santo - RN,Espírito Santo,RN
RN2403608,Extremoz - RN,Extremoz,RN
RN2403707,Felipe Guerra - RN,Felipe Guerra,RN
RN2403756,Fernando Pedroza - RN,Fernando Pedroza,RN
RN2403806,Florânia - RN,Florânia,RN
RN2403905,Francisco Dantas - RN,Francisco Dantas,RN
RN2404002,Frutuoso Gomes - RN,Frutuoso Gomes,RN
RN2404101,Galinhos - RN,Galinhos,RN
RN2404200,Goianinha - RN,Goianinha,RN
RN2404309,Governador Dix-Sept Rosado - RN,Governador Dix-Sept Rosado,RN
RN2404408,Grossos - RN,Grossos,RN
RN2404507,Guamaré - RN,Guamaré,RN
RN2404606,Ielmo Marinho - RN,Ielmo Marinho,RN
RN2404705,Ipanguaçu - RN,Ipanguaçu,RN
RN2404804,Ipueira - RN,Ipueira,RN
RN2404853,Itajá - RN,Itajá,RN
RN2404903,Itaú - RN,Itaú,RN
RN2405009,Jaçanã - RN,Jaçanã,RN
RN2405108,Jandaíra - RN,Jandaíra,RN
RN2405207,Janduís - RN,Janduís,RN
RN2405306,Januário Cicco - RN,Januário Cicco,RN
RN2405405,Japi - RN,Japi,RN
RN2405504,Jardim De Angicos - RN,Jardim De Angicos,RN
RN2405603,Jardim De Piranhas - RN,Jardim De Piranhas,RN
RN2405702,Jardim Do Seridó - RN,Jardim Do Seridó,RN
RN2405801,João Câmara - RN,João Câmara,RN
RN2405900,João Dias - RN,João Dias,RN
RN2406007,José Da Penha - RN,José Da Penha,RN
RN2406106,Jucurutu - RN,Jucurutu,RN
RN2406155,Jundiá - RN,Jundiá,RN
RN2406205,Lagoa D´Anta - RN,Lagoa D´Anta,RN
RN2406304,Lagoa De Pedras - RN,Lagoa De Pedras,RN
RN2406403,Lagoa De Velhos - RN,Lagoa De Velhos,RN
RN2406502,Lagoa Nova - RN,Lagoa Nova,RN
RN2406601,Lagoa Salgada - RN,Lagoa Salgada,RN
RN2406700,Lajes - RN,Lajes,RN
RN2406809,Lajes Pintadas - RN,Lajes Pintadas,RN
RN2406908,Lucrécia - RN,Lucrécia,RN
RN2407005,Luís Gomes - RN,Luís Gomes,RN
RN2407104,Macaíba - RN,Macaíba,RN
RN2407203,Macau - RN,Macau,RN
RN2407252,Major Sales - RN,Major Sales,RN
RN2407302,Marcelino Vieira - RN,Marcelino Vieira,RN
RN2407401,Martins - RN,Martins,RN
RN2407500,Maxaranguape - RN,Maxaranguape,RN
RN2407609,Messias Targino - RN,Messias Targino,RN
RN2407708,Montanhas - RN,Montanhas,RN
RN2407807,Monte Alegre - RN,Monte Alegre,RN
RN2407906,Monte Das Gameleiras - RN,Monte Das Gameleiras,RN
RN2408003,Mossoró - RN,Mossoró,RN
RN2408102,Natal - RN,Natal,RN
RN2408201,Nísia Floresta - RN,Nísia Floresta,RN
RN2408300,Nova Cruz - RN,Nova Cruz,RN
RN2408409,Olho-D´Água Do Borges - RN,Olho-D´Água Do Borges,RN
RN2408508,Ouro Branco - RN,Ouro Branco,RN
RN2408607,Paraná - RN,Paraná,RN
RN2408706,Paraú - RN,Paraú,RN
RN2408805,Parazinho - RN,Parazinho,RN
RN2408904,Parelhas - RN,Parelhas,RN
RN2408953,Rio Do Fogo - RN,Rio Do Fogo,RN
RN2409100,Passa E Fica - RN,Passa E Fica,RN
RN2409209,Passagem - RN,Passagem,RN
RN2409308,Patu - RN,Patu,RN
RN2409332,Santa Maria - RN,Santa Maria,RN
RN2409407,Pau Dos Ferros - RN,Pau Dos Ferros,RN
RN2409506,Pedra Grande - RN,Pedra Grande,RN
RN2409605,Pedra Preta - RN,Pedra Preta,RN
RN2409704,Pedro Avelino - RN,Pedro Avelino,RN
RN2409803,Pedro Velho - RN,Pedro Velho,RN
RN2409902,Pendências - RN,Pendências,RN
RN2410009,Pilões - RN,Pilões,RN
RN2410108,Poço Branco - RN,Poço Branco,RN
RN2410207,Portalegre - RN,Portalegre,RN
RN2410256,Porto Do Mangue - RN,Porto Do Mangue,RN
RN2410306,Presidente Juscelino - RN,Presidente Juscelino,RN
RN2410405,Pureza - RN,Pureza,RN
RN2410504,Rafael Fernandes - RN,Rafael Fernandes,RN
RN2410603,Rafael Godeiro - RN,Rafael Godeiro,RN
RN2410702,Riacho Da Cruz - RN,Riacho Da Cruz,RN
RN2410801,Riacho De Santana - RN,Riacho De Santana,RN
RN2410900,Riachuelo - RN,Riachuelo,RN
RN2411007,Rodolfo Fernandes - RN,Rodolfo Fernandes,RN
RN2411056,Tibau - RN,Tibau,RN
RN2411106,Ruy Barbosa - RN,Ruy Barbosa,RN
RN2411205,Santa Cruz - RN,Santa Cruz,RN
RN2411403,Santana Do Matos - RN,Santana Do Matos,RN
RN2411429,Santana Do Seridó - RN,Santana Do Seridó,RN
RN2411502,Santo Antônio - RN,Santo Antônio,RN
RN2411601,São Bento Do Norte - RN,São Bento Do Norte,RN
RN2411700,São Bento Do Trairí - RN,São Bento Do Trairí,RN
RN2411809,São Fernando - RN,São Fernando,RN
RN2411908,São Francisco Do Oeste - RN,São Francisco Do Oeste,RN
RN2412005,São Gonçalo Do Amarante - RN,São Gonçalo Do Amarante,RN
RN2412104,São João Do Sabugi - RN,São João Do Sabugi,RN
RN2412203,São José De Mipibu - RN,São José De Mipibu,RN
RN2412302,São José Do Campestre - RN,São José Do Campestre,RN
RN2412401,São José Do Seridó - RN,São José Do Seridó,RN
RN2412500,São Miguel - RN,São Miguel,RN
RN2412559,São Miguel Do Gostoso - RN,São Miguel Do Gostoso,RN
RN2412609,São Paulo Do Potengi - RN,São Paulo Do Potengi,RN
RN2412708,São Pedro - RN,São Pedro,RN
RN2412807,São Rafael - RN,São Rafael,RN
RN2412906,São Tomé - RN,São Tomé,RN
RN2413003,São Vicente - RN,São Vicente,RN
RN2413102,Senador Elói De Souza - RN,Senador Elói De Souza,RN
RN2413201,Senador Georgino Avelino - RN,Senador Georgino Avelino,RN
RN2413300,Serra De São Bento - RN,Serra De São Bento,RN
RN2413359,Serra Do Mel - RN,Serra Do Mel,RN
RN2413409,Serra Negra Do Norte - RN,Serra Negra Do Norte,RN
RN2413508,Serrinha - RN,Serrinha,RN
RN2413557,Serrinha Dos Pintos - RN,Serrinha Dos Pintos,RN
RN2413607,Severiano Melo - RN,Severiano Melo,RN
RN2413706,Sítio Novo - RN,Sítio Novo,RN
RN2413805,Taboleiro Grande - RN,Taboleiro Grande,RN
RN2413904,Taipu - RN,Taipu,RN
RN2414001,Tangará - RN,Tangará,RN
RN2414100,Tenente Ananias - RN,Tenente Ananias,RN
RN2414159,Tenente Laurentino Cruz - RN,Tenente Laurentino Cruz,RN
RN2414209,Tibau Do Sul - RN,Tibau Do Sul,RN
RN2414308,Timbaúba Dos Batistas - RN,Timbaúba Dos Batistas,RN
RN2414407,Touros - RN,Touros,RN
RN2414456,Triunfo Potiguar - RN,Triunfo Potiguar,RN
RN2414506,Umarizal - RN,Umarizal,RN
RN2414605,Upanema - RN,Upanema,RN
RN2414704,Várzea - RN,Várzea,RN
RN2414753,Venha-Ver - RN,Venha-Ver,RN
RN2414803,Vera Cruz - RN,Vera Cruz,RN
RN2414902,Viçosa - RN,Viçosa,RN
RN2415008,Vila Flor - RN,Vila Flor,RN
RO1100015,Alta Floresta D´Oeste - RO,Alta Floresta D´Oeste,RO
RO1100023,Ariquemes - RO,Ariquemes,RO
RO1100031,Cabixi - RO,Cabixi,RO
RO1100049,Cacoal - RO,Cacoal,RO
RO1100056,Cerejeiras - RO,Cerejeiras,RO
RO1100064,Colorado Do Oeste - RO,Colorado Do Oeste,RO
RO1100072,Corumbiara - RO,Corumbiara,RO
RO1100080,Costa Marques - RO,Costa Marques,RO
RO1100098,Espigão D´Oeste - RO,Espigão D´Oeste,RO
RO1100106,Guajará-Mirim - RO,Guajará-Mirim,RO
RO1100114,Jaru - RO,Jaru,RO
RO1100122,Ji-Paraná - RO,Ji-Paraná,RO
RO1100130,Machadinho D´Oeste - RO,Machadinho D´Oeste,RO
RO1100148,Nova Brasilândia D´Oeste - RO,Nova Brasilândia D´Oeste,RO
RO1100155,Ouro Preto Do Oeste - RO,Ouro Preto Do Oeste,RO
RO1100189,Pimenta Bueno - RO,Pimenta Bueno,RO
RO1100205,Porto Velho - RO,Porto Velho,RO
RO1100254,Presidente Médici - RO,Presidente Médici,RO
RO1100262,Rio Crespo - RO,Rio Crespo,RO
RO1100288,Rolim De Moura - RO,Rolim De Moura,RO
RO1100296,Santa Luzia D´Oeste - RO,Santa Luzia D´Oeste,RO
RO1100304,Vilhena - RO,Vilhena,RO
RO1100320,São Miguel Do Guaporé - RO,São Miguel Do Guaporé,RO
RO1100338,Nova Mamoré - RO,Nova Mamoré,RO
RO1100346,Alvorada D´Oeste - RO,Alvorada D´Oeste,RO
RO1100379,Alto Alegre Dos Parecis - RO,Alto Alegre Dos Parecis,RO
RO1100403,Alto Paraíso - RO,Alto Paraíso,RO
RO1100452,Buritis - RO,Buritis,RO
RO1100502,Novo Horizonte Do Oeste - RO,Novo Horizonte Do Oeste,RO
RO1100601,Cacaulândia - RO,Cacaulândia,RO
RO1100700,Campo Novo De Rondônia - RO,Campo Novo De Rondônia,RO
RO1100809,Candeias Do Jamari - RO,Candeias Do Jamari,RO
RO1100908,Castanheiras - RO,Castanheiras,RO
RO1100924,Chupinguaia - RO,Chupinguaia,RO
RO1100940,Cujubim - RO,Cujubim,RO
RO1101005,Governador Jorge Teixeira - RO,Governador Jorge Teixeira,RO
RO1101104,Itapuã Do Oeste - RO,Itapuã Do Oeste,RO
RO1101203,Ministro Andreazza - RO,Ministro Andreazza,RO
RO1101302,Mirante Da Serra - RO,Mirante Da Serra,RO
RO1101401,Monte Negro - RO,Monte Negro,RO
RO1101435,Nova União - RO,Nova União,RO
RO1101450,Parecis - RO,Parecis,RO
RO1101468,Pimenteiras Do Oeste - RO,Pimenteiras Do Oeste,RO
RO1101476,Primavera De Rondônia - RO,Primavera De Rondônia,RO
RO1101484,São Felipe D´Oeste - RO,São Felipe D´Oeste,RO
RO1101492,São Francisco Do Guaporé - RO,São Francisco Do Guaporé,RO
RO1101500,Seringueiras - RO,Seringueiras,RO
RO1101559,Teixeirópolis - RO,Teixeirópolis,RO
RO1101609,Theobroma - RO,Theobroma,RO
RO1101708,Urupá - RO,Urupá,RO
RO1101757,Vale Do Anari - RO,Vale Do Anari,RO
RO1101807,Vale Do Paraíso - RO,Vale Do Paraíso,RO
RR1400027,Amajari - RR,Amajari,RR
RR1400050,Alto Alegre - RR,Alto Alegre,RR
RR1400100,Boa Vista - RR,Boa Vista,RR
RR1400159,Bonfim - RR,Bonfim,RR
RR1400175,Cantá - RR,Cantá,RR
RR1400209,Caracaraí - RR,Caracaraí,RR
RR1400233,Caroebe - RR,Caroebe,RR
RR1400282,Iracema - RR,Iracema,RR
RR1400308,Mucajaí - RR,Mucajaí,RR
RR1400407,Normandia - RR,Normandia,RR
RR1400456,Pacaraima - RR,Pacaraima,RR
RR1400472,Rorainópolis - RR,Rorainópolis,RR
RR1400506,São João Da Baliza - RR,São João Da Baliza,RR
RR1400605,São Luiz - RR,São Luiz,RR
